DATETIME,GHI,DNI,DHI,CLOUD_OPACITY,AIR_TEMP,QGEN
2020-06-12 08:00:00,147,0,147,61,20.6,27.0
2020-06-12 09:00:00,247,0,247,57,21.2,24.0
2020-06-12 10:00:00,389,20,374,47,21.2,80.0
2020-06-12 11:00:00,389,5,384,54,21.1,125.0
2020-06-12 12:00:00,173,0,173,81,21.2,78.0
2020-06-12 13:00:00,491,3,488,45,21.8,112.0
2020-06-12 14:00:00,514,0,514,40,22.5,125.0
2020-06-12 15:00:00,486,1,485,36,23.0,138.0
2020-06-12 16:00:00,320,0,320,48,22.9,79.0
2020-06-12 17:00:00,221,4,219,49,22.6,80.0
2020-06-12 18:00:00,30,0,30,88,22.6,15.0
2020-06-12 19:00:00,19,0,19,79,22.1,1.0
2020-06-12 20:00:00,0,0,0,91,22.0,0.0
2020-06-12 21:00:00,0,0,0,79,22.0,0.0
2020-06-12 22:00:00,0,0,0,80,21.6,0.0
2020-06-12 23:00:00,0,0,0,85,21.3,0.0
2020-06-13 00:00:00,0,0,0,94,21.4,0.0
2020-06-13 01:00:00,0,0,0,93,21.1,0.0
2020-06-13 02:00:00,0,0,0,83,21.2,0.0
2020-06-13 03:00:00,0,0,0,65,21.2,0.0
2020-06-13 04:00:00,0,0,0,72,21.1,0.0
2020-06-13 05:00:00,0,0,0,73,20.9,0.0
2020-06-13 06:00:00,9,0,9,59,20.8,0.0
2020-06-13 07:00:00,46,0,46,65,20.7,5.0
2020-06-13 08:00:00,83,0,83,73,20.7,19.0
2020-06-13 09:00:00,141,0,141,71,20.7,22.0
2020-06-13 10:00:00,103,0,103,84,20.7,38.0
2020-06-13 11:00:00,96,0,96,88,21.1,32.0
2020-06-13 12:00:00,186,0,186,78,22.0,42.0
2020-06-13 13:00:00,324,0,324,63,22.4,101.0
2020-06-13 14:00:00,202,0,202,76,22.0,88.0
2020-06-13 15:00:00,236,0,236,68,21.5,105.0
2020-06-13 16:00:00,68,0,68,89,21.6,33.0
2020-06-13 17:00:00,44,0,44,90,21.6,22.0
2020-06-13 18:00:00,40,0,40,83,21.6,27.0
2020-06-13 19:00:00,6,0,6,92,21.7,0.0
2020-06-13 20:00:00,1,0,1,65,21.8,0.0
2020-06-13 21:00:00,0,0,0,68,21.9,0.0
2020-06-13 22:00:00,0,0,0,76,22.0,0.0
2020-06-13 23:00:00,0,0,0,62,21.6,0.0
2020-06-14 00:00:00,0,0,0,64,21.4,0.0
2020-06-14 01:00:00,0,0,0,67,21.3,0.0
2020-06-14 02:00:00,0,0,0,70,21.3,0.0
2020-06-14 03:00:00,0,0,0,78,21.4,0.0
2020-06-14 04:00:00,0,0,0,82,21.7,0.0
2020-06-14 05:00:00,0,0,0,83,21.8,0.0
2020-06-14 06:00:00,6,0,6,80,21.4,0.0
2020-06-14 07:00:00,28,0,28,82,21.0,2.0
2020-06-14 08:00:00,24,0,24,92,20.8,1.0
2020-06-14 09:00:00,111,0,111,77,20.8,4.0
2020-06-14 10:00:00,101,0,101,84,20.5,19.0
2020-06-14 11:00:00,277,0,277,65,20.3,63.0
2020-06-14 12:00:00,378,0,378,57,20.8,107.0
2020-06-14 13:00:00,129,0,129,86,21.0,68.0
2020-06-14 14:00:00,94,0,94,89,20.8,29.0
2020-06-14 15:00:00,152,0,152,81,21.2,32.0
2020-06-14 16:00:00,362,2,361,45,21.1,61.0
2020-06-14 17:00:00,341,103,285,28,21.1,123.0
2020-06-14 18:00:00,232,100,191,16,21.0,126.0
2020-06-14 19:00:00,24,0,24,76,20.6,26.0
2020-06-14 20:00:00,2,0,2,66,20.3,0.0
2020-06-14 21:00:00,0,0,0,25,20.2,0.0
2020-06-14 22:00:00,0,0,0,43,20.1,0.0
2020-06-14 23:00:00,0,0,0,31,19.9,0.0
2020-06-15 00:00:00,0,0,0,91,19.8,0.0
2020-06-15 01:00:00,0,0,0,91,19.6,0.0
2020-06-15 02:00:00,0,0,0,75,19.6,0.0
2020-06-15 03:00:00,0,0,0,26,19.4,0.0
2020-06-15 04:00:00,0,0,0,13,19.3,0.0
2020-06-15 05:00:00,0,0,0,40,19.1,0.0
2020-06-15 06:00:00,18,0,18,31,19.1,0.0
2020-06-15 07:00:00,79,0,79,54,19.4,13.0
2020-06-15 08:00:00,331,260,209,15,19.8,78.0
2020-06-15 09:00:00,540,486,231,8,20.4,196.0
2020-06-15 10:00:00,652,404,333,15,21.0,219.0
2020-06-15 11:00:00,898,844,142,0,21.4,262.0
2020-06-15 12:00:00,979,875,137,0,21.7,265.0
2020-06-15 13:00:00,1003,898,124,0,22.2,260.0
2020-06-15 14:00:00,966,894,121,0,22.5,259.0
2020-06-15 15:00:00,868,870,119,0,22.9,259.0
2020-06-15 16:00:00,722,834,109,0,22.9,249.0
2020-06-15 17:00:00,537,763,100,0,22.6,229.0
2020-06-15 18:00:00,308,481,123,7,22.2,167.0
2020-06-15 19:00:00,111,185,75,15,21.5,98.0
2020-06-15 20:00:00,2,0,2,83,20.9,10.0
2020-06-15 21:00:00,0,0,0,33,20.2,0.0
2020-06-15 22:00:00,0,0,0,51,20.0,0.0
2020-06-15 23:00:00,0,0,0,64,20.0,0.0
2020-06-16 00:00:00,0,0,0,77,19.8,0.0
2020-06-16 01:00:00,0,0,0,84,19.8,0.0
2020-06-16 02:00:00,0,0,0,69,19.8,0.0
2020-06-16 03:00:00,0,0,0,71,19.7,0.0
2020-06-16 04:00:00,0,0,0,60,19.6,0.0
2020-06-16 05:00:00,0,0,0,52,19.4,0.0
2020-06-16 06:00:00,16,0,16,42,19.5,3.0
2020-06-16 07:00:00,141,111,113,22,19.8,58.0
2020-06-16 08:00:00,360,454,155,4,20.4,116.0
2020-06-16 09:00:00,536,500,218,6,20.9,154.0
2020-06-16 10:00:00,601,253,402,19,21.3,171.0
2020-06-16 11:00:00,814,572,300,7,21.5,192.0
2020-06-16 12:00:00,930,719,238,2,21.8,235.0
2020-06-16 13:00:00,973,802,188,0,22.0,257.0
2020-06-16 14:00:00,936,796,183,0,22.2,257.0
2020-06-16 15:00:00,718,396,375,15,22.5,231.0
2020-06-16 16:00:00,660,580,236,4,22.5,217.0
2020-06-16 17:00:00,498,563,174,3,22.3,234.0
2020-06-16 18:00:00,250,146,190,20,22.1,168.0
2020-06-16 19:00:00,89,170,57,26,21.8,49.0
2020-06-16 20:00:00,1,0,1,75,21.3,4.0
2020-06-16 21:00:00,0,0,0,88,21.4,0.0
2020-06-16 22:00:00,0,0,0,88,21.3,0.0
2020-06-16 23:00:00,0,0,0,92,21.1,0.0
2020-06-17 00:00:00,0,0,0,92,21.1,0.0
2020-06-17 01:00:00,0,0,0,87,20.8,0.0
2020-06-17 02:00:00,0,0,0,42,20.4,0.0
2020-06-17 03:00:00,0,0,0,51,20.6,0.0
2020-06-17 04:00:00,0,0,0,92,20.5,0.0
2020-06-17 05:00:00,0,0,0,57,20.2,0.0
2020-06-17 06:00:00,20,3,19,29,20.0,0.0
2020-06-17 07:00:00,102,0,102,41,20.5,17.0
2020-06-17 08:00:00,285,135,219,23,21.0,65.0
2020-06-17 09:00:00,365,14,356,34,21.4,139.0
2020-06-17 10:00:00,364,24,345,49,21.4,147.0
2020-06-17 11:00:00,381,0,381,54,22.4,105.0
2020-06-17 12:00:00,232,0,232,74,22.2,86.0
2020-06-17 13:00:00,231,0,231,74,20.5,84.0
2020-06-17 14:00:00,400,0,400,53,19.5,136.0
2020-06-17 15:00:00,231,0,231,70,19.5,104.0
2020-06-17 16:00:00,167,0,167,74,19.6,66.0
2020-06-17 17:00:00,87,0,87,82,19.7,34.0
2020-06-17 18:00:00,38,0,38,86,19.0,13.0
2020-06-17 19:00:00,13,0,13,87,17.9,3.0
2020-06-17 20:00:00,1,0,1,70,17.3,0.0
2020-06-17 21:00:00,0,0,0,73,17.1,0.0
2020-06-17 22:00:00,0,0,0,66,17.3,0.0
2020-06-17 23:00:00,0,0,0,77,17.8,0.0
2020-06-18 00:00:00,0,0,0,68,17.5,0.0
2020-06-18 01:00:00,0,0,0,75,17.6,0.0
2020-06-18 02:00:00,0,0,0,72,17.7,0.0
2020-06-18 03:00:00,0,0,0,83,17.7,0.0
2020-06-18 04:00:00,0,0,0,69,17.8,0.0
2020-06-18 05:00:00,0,0,0,79,17.7,0.0
2020-06-18 06:00:00,5,0,5,84,17.5,0.0
2020-06-18 07:00:00,19,0,19,87,17.4,0.0
2020-06-18 08:00:00,35,0,35,90,17.5,2.0
2020-06-18 09:00:00,38,0,38,93,17.4,6.0
2020-06-18 10:00:00,58,0,58,92,17.4,9.0
2020-06-18 11:00:00,34,0,34,96,17.7,4.0
2020-06-18 12:00:00,46,0,46,95,17.7,13.0
2020-06-18 13:00:00,60,0,60,93,17.8,28.0
2020-06-18 14:00:00,112,0,112,87,18.0,30.0
2020-06-18 15:00:00,122,0,122,84,17.9,24.0
2020-06-18 16:00:00,51,0,51,92,17.7,7.0
2020-06-18 17:00:00,38,0,38,91,17.5,4.0
2020-06-18 18:00:00,88,0,88,65,17.6,14.0
2020-06-18 19:00:00,18,0,18,81,17.9,6.0
2020-06-18 20:00:00,2,0,2,66,18.1,0.0
2020-06-18 21:00:00,0,0,0,63,17.9,0.0
2020-06-18 22:00:00,0,0,0,44,17.9,0.0
2020-06-18 23:00:00,0,0,0,52,18.0,0.0
2020-06-19 00:00:00,0,0,0,31,18.0,0.0
2020-06-19 01:00:00,0,0,0,32,18.0,0.0
2020-06-19 02:00:00,0,0,0,50,18.0,0.0
2020-06-19 03:00:00,0,0,0,67,18.0,0.0
2020-06-19 04:00:00,0,0,0,58,18.0,0.0
2020-06-19 05:00:00,0,0,0,67,18.0,0.0
2020-06-19 06:00:00,15,0,15,42,18.0,0.0
2020-06-19 07:00:00,70,0,70,60,18.1,3.0
2020-06-19 08:00:00,162,0,162,57,18.1,16.0
2020-06-19 09:00:00,371,62,333,34,18.3,75.0
2020-06-19 10:00:00,377,0,377,49,18.5,99.0
2020-06-19 11:00:00,732,402,370,15,19.1,166.0
2020-06-19 12:00:00,906,707,226,3,20.5,253.0
2020-06-19 13:00:00,947,780,183,1,20.9,257.0
2020-06-19 14:00:00,899,732,206,3,20.5,262.0
2020-06-19 15:00:00,810,701,205,2,21.1,243.0
2020-06-19 16:00:00,670,649,193,1,21.3,231.0
2020-06-19 17:00:00,494,575,162,0,21.2,217.0
2020-06-19 18:00:00,258,237,163,13,20.9,127.0
2020-06-19 19:00:00,72,42,65,34,20.5,79.0
2020-06-19 20:00:00,3,0,3,57,20.1,4.0
2020-06-19 21:00:00,0,0,0,56,19.9,0.0
2020-06-19 22:00:00,0,0,0,52,19.8,0.0
2020-06-19 23:00:00,0,0,0,7,19.6,0.0
2020-06-20 00:00:00,0,0,0,85,19.5,0.0
2020-06-20 01:00:00,0,0,0,97,19.4,0.0
2020-06-20 02:00:00,0,0,0,61,19.2,0.0
2020-06-20 03:00:00,0,0,0,69,19.1,0.0
2020-06-20 04:00:00,0,0,0,36,19.1,0.0
2020-06-20 05:00:00,0,0,0,21,19.0,0.0
2020-06-20 06:00:00,11,0,11,52,19.2,0.0
2020-06-20 07:00:00,99,30,92,34,19.5,19.0
2020-06-20 08:00:00,308,215,207,10,20.1,73.0
2020-06-20 09:00:00,513,432,239,3,20.9,176.0
2020-06-20 10:00:00,696,578,244,0,21.4,221.0
2020-06-20 11:00:00,824,624,266,0,21.8,231.0
2020-06-20 12:00:00,903,654,274,0,22.3,222.0
2020-06-20 13:00:00,859,480,389,7,22.6,243.0
2020-06-20 14:00:00,703,205,507,21,22.7,192.0
2020-06-20 15:00:00,685,293,431,13,22.5,135.0
2020-06-20 16:00:00,545,209,391,15,22.4,155.0
2020-06-20 17:00:00,276,99,215,42,22.2,107.0
2020-06-20 18:00:00,191,10,187,32,22.0,123.0
2020-06-20 19:00:00,49,0,49,53,21.5,48.0
2020-06-20 20:00:00,2,0,2,43,20.9,6.0
2020-06-20 21:00:00,0,0,0,48,20.3,0.0
2020-06-20 22:00:00,0,0,0,21,20.0,0.0
2020-06-20 23:00:00,0,0,0,28,19.8,0.0
2020-06-21 00:00:00,0,0,0,13,19.6,0.0
2020-06-21 01:00:00,0,0,0,12,19.5,0.0
2020-06-21 02:00:00,0,0,0,30,19.3,0.0
2020-06-21 03:00:00,0,0,0,36,19.1,0.0
2020-06-21 04:00:00,0,0,0,29,18.9,0.0
2020-06-21 05:00:00,0,0,0,42,18.8,0.0
2020-06-21 06:00:00,13,4,12,45,18.9,0.0
2020-06-21 07:00:00,105,0,105,37,19.2,17.0
2020-06-21 08:00:00,150,0,150,59,19.9,33.0
2020-06-21 09:00:00,552,591,178,1,20.6,140.0
2020-06-21 10:00:00,729,699,183,0,21.3,226.0
2020-06-21 11:00:00,857,737,198,0,22.1,234.0
2020-06-21 12:00:00,858,534,345,9,22.1,201.0
2020-06-21 13:00:00,918,659,272,5,22.3,253.0
2020-06-21 14:00:00,912,748,205,2,23.0,195.0
2020-06-21 15:00:00,839,787,159,0,23.3,245.0
2020-06-21 16:00:00,697,745,147,0,23.4,232.0
2020-06-21 17:00:00,518,672,130,0,23.2,162.0
2020-06-21 18:00:00,319,547,104,0,22.8,104.0
2020-06-21 19:00:00,103,49,92,19,22.0,85.0
2020-06-21 20:00:00,3,0,3,46,21.0,12.0
2020-06-21 21:00:00,0,0,0,13,20.5,0.0
2020-06-21 22:00:00,0,0,0,2,20.3,0.0
2020-06-21 23:00:00,0,0,0,2,20.1,0.0
2020-06-22 00:00:00,0,0,0,0,19.9,0.0
2020-06-22 01:00:00,0,0,0,0,19.6,0.0
2020-06-22 02:00:00,0,0,0,0,19.5,0.0
2020-06-22 03:00:00,0,0,0,0,19.4,0.0
2020-06-22 04:00:00,0,0,0,0,19.2,0.0
2020-06-22 05:00:00,0,0,0,46,18.9,0.0
2020-06-22 06:00:00,22,20,20,25,19.2,1.0
2020-06-22 07:00:00,157,133,123,19,19.6,33.0
2020-06-22 08:00:00,395,668,94,0,20.2,123.0
2020-06-22 09:00:00,591,762,111,0,21.1,191.0
2020-06-22 10:00:00,761,815,125,0,21.9,242.0
2020-06-22 11:00:00,891,846,135,0,22.7,258.0
2020-06-22 12:00:00,969,856,145,0,23.4,267.0
2020-06-22 13:00:00,987,847,157,0,23.9,265.0
2020-06-22 14:00:00,951,844,151,0,23.9,267.0
2020-06-22 15:00:00,853,820,144,0,24.7,270.0
2020-06-22 16:00:00,712,784,132,0,25.0,265.0
2020-06-22 17:00:00,533,723,116,0,25.0,229.0
2020-06-22 18:00:00,312,458,127,7,24.5,165.0
2020-06-22 19:00:00,112,105,89,19,23.1,123.0
2020-06-22 20:00:00,4,0,4,32,21.7,20.0
2020-06-22 21:00:00,0,0,0,11,21.0,0.0
2020-06-22 22:00:00,0,0,0,0,20.6,0.0
2020-06-22 23:00:00,0,0,0,0,20.4,0.0
2020-06-23 00:00:00,0,0,0,0,20.4,0.0
2020-06-23 01:00:00,0,0,0,2,20.2,0.0
2020-06-23 02:00:00,0,0,0,0,20.0,0.0
2020-06-23 03:00:00,0,0,0,7,19.8,0.0
2020-06-23 04:00:00,0,0,0,0,19.8,0.0
2020-06-23 05:00:00,0,0,0,46,19.5,0.0
2020-06-23 06:00:00,25,13,24,14,19.7,1.0
2020-06-23 07:00:00,154,128,119,21,20.3,68.0
2020-06-23 08:00:00,394,672,91,0,21.1,136.0
2020-06-23 09:00:00,588,762,109,0,22.3,97.0
2020-06-23 10:00:00,738,744,158,2,23.4,288.0
2020-06-23 11:00:00,883,837,135,0,24.1,281.0
2020-06-23 12:00:00,879,605,296,8,24.6,244.0
2020-06-23 13:00:00,898,612,298,8,24.7,278.0
2020-06-23 14:00:00,883,672,245,5,24.4,260.0
2020-06-23 15:00:00,727,448,340,13,23.9,233.0
2020-06-23 16:00:00,551,288,334,21,23.8,215.0
2020-06-23 17:00:00,117,0,117,77,23.8,69.0
2020-06-23 18:00:00,137,0,137,57,23.4,42.0
2020-06-23 19:00:00,27,0,27,77,22.9,14.0
2020-06-23 20:00:00,1,0,1,76,22.4,1.0
2020-06-23 21:00:00,0,0,0,71,22.1,0.0
2020-06-23 22:00:00,0,0,0,66,22.2,0.0
2020-06-23 23:00:00,0,0,0,57,22.1,0.0
2020-06-24 00:00:00,0,0,0,58,22.2,0.0
2020-06-24 01:00:00,0,0,0,69,22.0,0.0
2020-06-24 02:00:00,0,0,0,56,22.0,0.0
2020-06-24 03:00:00,0,0,0,59,22.0,0.0
2020-06-24 04:00:00,0,0,0,74,21.9,0.0
2020-06-24 05:00:00,0,0,0,81,22.1,0.0
2020-06-24 06:00:00,9,0,9,68,22.1,0.0
2020-06-24 07:00:00,35,0,35,80,22.0,3.0
2020-06-24 08:00:00,35,0,35,90,22.0,6.0
2020-06-24 09:00:00,124,0,124,77,22.0,17.0
2020-06-24 10:00:00,115,0,115,83,21.9,51.0
2020-06-24 11:00:00,39,0,39,95,22.2,8.0
2020-06-24 12:00:00,43,0,43,95,22.1,32.0
2020-06-24 13:00:00,54,0,54,94,21.8,49.0
2020-06-24 14:00:00,35,0,35,96,21.6,34.0
2020-06-24 15:00:00,28,0,28,96,21.7,14.0
2020-06-24 16:00:00,36,0,36,94,21.7,13.0
2020-06-24 17:00:00,209,0,209,54,21.6,30.0
2020-06-24 18:00:00,68,0,68,74,21.6,23.0
2020-06-24 19:00:00,13,0,13,84,21.7,7.0
2020-06-24 20:00:00,0,0,0,94,21.4,0.0
2020-06-24 21:00:00,0,0,0,48,21.1,0.0
2020-06-24 22:00:00,0,0,0,46,21.1,0.0
2020-06-24 23:00:00,0,0,0,40,21.0,0.0
2020-06-25 00:00:00,0,0,0,50,20.9,0.0
2020-06-25 01:00:00,0,0,0,54,20.9,0.0
2020-06-25 02:00:00,0,0,0,48,20.9,0.0
2020-06-25 03:00:00,0,0,0,41,20.8,0.0
2020-06-25 04:00:00,0,0,0,52,20.7,0.0
2020-06-25 05:00:00,0,0,0,66,20.7,0.0
2020-06-25 06:00:00,8,0,8,58,20.7,0.0
2020-06-25 07:00:00,42,0,42,69,20.9,1.0
2020-06-25 08:00:00,163,0,163,49,21.0,15.0
2020-06-25 09:00:00,135,0,135,74,21.5,35.0
2020-06-25 10:00:00,164,0,164,76,21.8,43.0
2020-06-25 11:00:00,86,0,86,89,22.0,63.0
2020-06-25 12:00:00,111,0,111,88,22.2,57.0
2020-06-25 13:00:00,156,0,156,83,21.6,78.0
2020-06-25 14:00:00,239,0,239,73,21.0,93.0
2020-06-25 15:00:00,120,0,120,85,20.8,73.0
2020-06-25 16:00:00,350,0,350,46,20.6,95.0
2020-06-25 17:00:00,135,0,135,73,20.6,69.0
2020-06-25 18:00:00,13,0,13,95,20.4,12.0
2020-06-25 19:00:00,28,0,28,73,20.2,9.0
2020-06-25 20:00:00,1,0,1,62,20.0,0.0
2020-06-25 21:00:00,0,0,0,70,19.6,0.0
2020-06-25 22:00:00,0,0,0,83,19.5,0.0
2020-06-25 23:00:00,0,0,0,82,19.3,0.0
2020-06-26 00:00:00,0,0,0,54,19.2,0.0
2020-06-26 01:00:00,0,0,0,43,19.0,0.0
2020-06-26 02:00:00,0,0,0,52,19.1,0.0
2020-06-26 03:00:00,0,0,0,38,19.0,0.0
2020-06-26 04:00:00,0,0,0,53,18.9,0.0
2020-06-26 05:00:00,0,0,0,47,18.7,0.0
2020-06-26 06:00:00,14,6,13,60,18.7,1.0
2020-06-26 07:00:00,164,282,92,4,19.2,50.0
2020-06-26 08:00:00,302,168,227,17,19.6,141.0
2020-06-26 09:00:00,529,493,220,6,20.1,229.0
2020-06-26 10:00:00,719,660,204,2,20.6,249.0
2020-06-26 11:00:00,858,742,197,0,21.1,272.0
2020-06-26 12:00:00,940,778,192,0,21.5,298.0
2020-06-26 13:00:00,969,822,163,0,21.8,296.0
2020-06-26 14:00:00,930,807,165,0,22.0,296.0
2020-06-26 15:00:00,836,776,164,0,22.6,271.0
2020-06-26 16:00:00,690,715,160,0,22.7,232.0
2020-06-26 17:00:00,512,641,140,0,22.5,246.0
2020-06-26 18:00:00,302,426,132,4,22.2,197.0
2020-06-26 19:00:00,92,7,90,25,21.9,103.0
2020-06-26 20:00:00,3,0,3,36,21.4,12.0
2020-06-26 21:00:00,0,0,0,91,21.1,0.0
2020-06-26 22:00:00,0,0,0,92,20.9,0.0
2020-06-26 23:00:00,0,0,0,20,20.9,0.0
2020-06-27 00:00:00,0,0,0,25,20.6,0.0
2020-06-27 01:00:00,0,0,0,8,20.2,0.0
2020-06-27 02:00:00,0,0,0,3,20.2,0.0
2020-06-27 03:00:00,0,0,0,18,20.1,0.0
2020-06-27 04:00:00,0,0,0,0,19.9,0.0
2020-06-27 05:00:00,0,0,0,25,19.8,0.0
2020-06-27 06:00:00,15,0,15,36,19.9,0.0
2020-06-27 07:00:00,79,0,79,55,20.5,25.0
2020-06-27 08:00:00,282,94,241,20,21.0,120.0
2020-06-27 09:00:00,275,0,275,50,21.4,128.0
2020-06-27 10:00:00,520,112,435,28,21.9,159.0
2020-06-27 11:00:00,502,9,494,41,22.6,146.0
2020-06-27 12:00:00,661,64,599,28,23.2,189.0
2020-06-27 13:00:00,520,0,520,44,23.6,166.0
2020-06-27 14:00:00,525,1,524,41,23.9,158.0
2020-06-27 15:00:00,466,25,445,42,24.3,167.0
2020-06-27 16:00:00,397,21,382,41,24.0,148.0
2020-06-27 17:00:00,414,216,285,17,23.8,225.0
2020-06-27 18:00:00,244,131,190,19,23.6,190.0
2020-06-27 19:00:00,90,5,88,24,23.1,106.0
2020-06-27 20:00:00,4,2,4,34,22.0,13.0
2020-06-27 21:00:00,0,0,0,3,21.3,0.0
2020-06-27 22:00:00,0,0,0,5,21.2,0.0
2020-06-27 23:00:00,0,0,0,7,21.3,0.0
2020-06-28 00:00:00,0,0,0,2,21.1,0.0
2020-06-28 01:00:00,0,0,0,53,21.1,0.0
2020-06-28 02:00:00,0,0,0,20,21.1,0.0
2020-06-28 03:00:00,0,0,0,49,20.8,0.0
2020-06-28 04:00:00,0,0,0,36,20.6,0.0
2020-06-28 05:00:00,0,0,0,23,20.5,0.0
2020-06-28 06:00:00,15,0,15,36,20.5,5.0
2020-06-28 07:00:00,106,0,106,35,20.8,60.0
2020-06-28 08:00:00,262,129,206,25,21.0,118.0
2020-06-28 09:00:00,488,336,280,9,21.5,147.0
2020-06-28 10:00:00,578,188,432,17,22.0,206.0
2020-06-28 11:00:00,700,248,480,13,22.2,263.0
2020-06-28 12:00:00,714,132,588,19,22.4,249.0
2020-06-28 13:00:00,719,127,595,22,22.7,264.0
2020-06-28 14:00:00,765,287,492,14,22.7,262.0
2020-06-28 15:00:00,502,3,500,37,22.7,183.0
2020-06-28 16:00:00,408,87,347,37,22.5,189.0
2020-06-28 17:00:00,483,495,196,0,22.3,246.0
2020-06-28 18:00:00,256,157,193,12,22.1,186.0
2020-06-28 19:00:00,85,0,85,23,21.7,94.0
2020-06-28 20:00:00,3,0,3,53,21.1,14.0
2020-06-28 21:00:00,0,0,0,18,20.5,0.0
2020-06-28 22:00:00,0,0,0,46,20.2,0.0
2020-06-28 23:00:00,0,0,0,23,20.0,0.0
2020-06-29 00:00:00,0,0,0,10,19.6,0.0
2020-06-29 01:00:00,0,0,0,7,19.4,0.0
2020-06-29 02:00:00,0,0,0,44,19.4,0.0
2020-06-29 03:00:00,0,0,0,81,19.5,0.0
2020-06-29 04:00:00,0,0,0,92,19.5,0.0
2020-06-29 05:00:00,0,0,0,81,19.7,0.0
2020-06-29 06:00:00,8,0,8,47,20.0,0.0
2020-06-29 07:00:00,38,0,38,72,20.5,6.0
2020-06-29 08:00:00,83,0,83,74,20.8,23.0
2020-06-29 09:00:00,53,0,53,90,21.4,22.0
2020-06-29 10:00:00,37,0,37,94,21.1,20.0
2020-06-29 11:00:00,110,0,110,86,20.9,32.0
2020-06-29 12:00:00,90,0,90,90,21.2,49.0
2020-06-29 13:00:00,131,0,131,85,20.8,80.0
2020-06-29 14:00:00,41,0,41,95,20.3,23.0
2020-06-29 15:00:00,147,0,147,81,20.4,56.0
2020-06-29 16:00:00,147,0,147,77,20.9,57.0
2020-06-29 17:00:00,89,0,89,81,21.5,28.0
2020-06-29 18:00:00,49,0,49,81,21.4,11.0
2020-06-29 19:00:00,10,0,10,89,21.4,4.0
2020-06-29 20:00:00,2,0,2,68,22.0,0.0
2020-06-29 21:00:00,0,0,0,86,22.3,0.0
2020-06-29 22:00:00,0,0,0,61,22.3,0.0
2020-06-29 23:00:00,0,0,0,86,21.2,0.0
2020-06-30 00:00:00,0,0,0,71,21.1,0.0
2020-06-30 01:00:00,0,0,0,61,20.8,0.0
2020-06-30 02:00:00,0,0,0,69,20.8,0.0
2020-06-30 03:00:00,0,0,0,61,20.5,0.0
2020-06-30 04:00:00,0,0,0,65,20.1,0.0
2020-06-30 05:00:00,0,0,0,86,19.8,0.0
2020-06-30 06:00:00,8,0,8,64,19.6,0.0
2020-06-30 07:00:00,50,0,50,63,19.6,1.0
2020-06-30 08:00:00,92,0,92,72,19.6,11.0
2020-06-30 09:00:00,101,0,101,81,19.8,23.0
2020-06-30 10:00:00,132,0,132,81,19.8,55.0
2020-06-30 11:00:00,206,0,206,75,19.7,96.0
2020-06-30 12:00:00,205,0,205,78,19.8,93.0
2020-06-30 13:00:00,304,0,304,68,19.9,144.0
2020-06-30 14:00:00,288,0,288,68,19.9,104.0
2020-06-30 15:00:00,337,0,337,59,19.8,148.0
2020-06-30 16:00:00,268,0,268,60,19.6,90.0
2020-06-30 17:00:00,343,64,306,32,19.4,149.0
2020-06-30 18:00:00,232,73,202,26,19.1,119.0
2020-06-30 19:00:00,43,0,43,68,18.9,27.0
2020-06-30 20:00:00,2,0,2,72,18.6,0.0
2020-06-30 21:00:00,0,0,0,27,18.6,0.0
2020-06-30 22:00:00,0,0,0,48,18.5,0.0
2020-06-30 23:00:00,0,0,0,27,18.4,0.0
2020-07-01 00:00:00,0,0,0,20,18.4,0.0
2020-07-01 01:00:00,0,0,0,21,18.4,0.0
2020-07-01 02:00:00,0,0,0,4,18.3,0.0
2020-07-01 03:00:00,0,0,0,4,18.2,0.0
2020-07-01 04:00:00,0,0,0,16,18.2,0.0
2020-07-01 05:00:00,0,0,0,27,18.1,0.0
2020-07-01 06:00:00,19,18,17,17,18.0,0.0
2020-07-01 07:00:00,174,427,68,0,18.4,45.0
2020-07-01 08:00:00,360,548,116,1,18.8,91.0
2020-07-01 09:00:00,546,621,159,0,19.4,237.0
2020-07-01 10:00:00,701,630,213,0,19.9,285.0
2020-07-01 11:00:00,821,633,257,0,20.2,302.0
2020-07-01 12:00:00,901,670,258,0,20.5,277.0
2020-07-01 13:00:00,950,792,174,0,20.7,298.0
2020-07-01 14:00:00,906,745,200,0,20.8,295.0
2020-07-01 15:00:00,813,707,201,0,21.1,293.0
2020-07-01 16:00:00,686,713,157,0,21.3,281.0
2020-07-01 17:00:00,510,635,140,0,21.3,251.0
2020-07-01 18:00:00,285,307,161,10,21.0,193.0
2020-07-01 19:00:00,91,1,91,28,20.6,87.0
2020-07-01 20:00:00,5,1,5,25,20.0,6.0
2020-07-01 21:00:00,0,0,0,53,19.5,0.0
2020-07-01 22:00:00,0,0,0,23,19.4,0.0
2020-07-01 23:00:00,0,0,0,7,19.5,0.0
2020-07-02 00:00:00,0,0,0,22,19.7,0.0
2020-07-02 01:00:00,0,0,0,0,19.3,0.0
2020-07-02 02:00:00,0,0,0,0,19.0,0.0
2020-07-02 03:00:00,0,0,0,0,18.8,0.0
2020-07-02 04:00:00,0,0,0,12,18.7,0.0
2020-07-02 05:00:00,0,0,0,45,18.9,0.0
2020-07-02 06:00:00,17,3,17,16,19.1,1.0
2020-07-02 07:00:00,45,0,45,72,19.6,17.0
2020-07-02 08:00:00,181,0,181,49,20.1,48.0
