DATETIME,GHI,DNI,DHI,CLOUD_OPACITY,AIR_TEMP,QGEN
2019-12-01 01:00:00,0,0,0,60,9.4,0.0
2019-12-01 02:00:00,0,0,0,60,9.2,0.0
2019-12-01 03:00:00,0,0,0,52,9.1,0.0
2019-12-01 04:00:00,0,0,0,91,9.1,0.0
2019-12-01 05:00:00,0,0,0,91,9.1,0.0
2019-12-01 06:00:00,0,0,0,90,9.1,0.0
2019-12-01 07:00:00,0,0,0,89,8.8,0.0
2019-12-01 08:00:00,10,0,10,68,8.6,0.0
2019-12-01 09:00:00,32,0,32,81,8.5,0.0
2019-12-01 10:00:00,71,0,71,78,8.2,1.0
2019-12-01 11:00:00,73,0,73,84,7.9,9.0
2019-12-01 12:00:00,55,0,55,89,7.6,7.0
2019-12-01 13:00:00,51,0,51,90,7.6,11.0
2019-12-01 14:00:00,94,0,94,80,7.9,4.0
2019-12-01 15:00:00,52,0,52,86,8.2,3.0
2019-12-01 16:00:00,47,0,47,79,8.3,2.0
2019-12-01 17:00:00,26,0,26,59,8.5,0.0
2019-12-01 18:00:00,0,0,0,59,8.9,0.0
2019-12-01 19:00:00,0,0,0,90,9.2,0.0
2019-12-01 20:00:00,0,0,0,77,9.0,0.0
2019-12-01 21:00:00,0,0,0,62,8.8,0.0
2019-12-01 22:00:00,0,0,0,49,8.9,0.0
2019-12-01 23:00:00,0,0,0,60,9.3,0.0
2019-12-02 00:00:00,0,0,0,64,9.6,0.0
2019-12-02 01:00:00,0,0,0,46,9.9,0.0
2019-12-02 02:00:00,0,0,0,45,9.7,0.0
2019-12-02 03:00:00,0,0,0,48,9.4,0.0
2019-12-02 04:00:00,0,0,0,61,8.8,0.0
2019-12-02 05:00:00,0,0,0,59,8.4,0.0
2019-12-02 06:00:00,0,0,0,57,8.2,0.0
2019-12-02 07:00:00,0,0,0,31,8.1,0.0
2019-12-02 08:00:00,19,0,19,33,7.6,0.0
2019-12-02 09:00:00,89,44,78,51,7.9,24.0
2019-12-02 10:00:00,148,0,148,57,8.3,53.0
2019-12-02 11:00:00,248,249,128,47,8.0,107.0
2019-12-02 12:00:00,231,56,201,57,7.9,104.0
2019-12-02 13:00:00,202,51,174,63,8.2,122.0
2019-12-02 14:00:00,201,1,201,59,7.8,155.0
2019-12-02 15:00:00,291,152,228,22,7.8,92.0
2019-12-02 16:00:00,84,10,81,65,7.7,47.0
2019-12-02 17:00:00,41,8,40,33,7.5,10.0
2019-12-02 18:00:00,0,0,0,4,6.8,0.0
2019-12-02 19:00:00,0,0,0,31,6.1,0.0
2019-12-02 20:00:00,0,0,0,17,5.5,0.0
2019-12-02 21:00:00,0,0,0,4,5.8,0.0
2019-12-02 22:00:00,0,0,0,31,5.9,0.0
2019-12-02 23:00:00,0,0,0,31,5.8,0.0
2019-12-03 00:00:00,0,0,0,29,5.8,0.0
2019-12-03 01:00:00,0,0,0,0,5.8,0.0
2019-12-03 02:00:00,0,0,0,0,6.0,0.0
2019-12-03 03:00:00,0,0,0,4,6.4,0.0
2019-12-03 04:00:00,0,0,0,31,6.5,0.0
2019-12-03 05:00:00,0,0,0,31,6.4,0.0
2019-12-03 06:00:00,0,0,0,27,6.4,0.0
2019-12-03 07:00:00,0,0,0,0,6.6,0.0
2019-12-03 08:00:00,31,129,20,1,6.8,2.0
2019-12-03 09:00:00,176,422,84,10,7.1,84.0
2019-12-03 10:00:00,110,0,110,70,7.3,36.0
2019-12-03 11:00:00,431,495,191,13,7.6,152.0
2019-12-03 12:00:00,228,0,228,60,7.7,123.0
2019-12-03 13:00:00,88,0,88,85,7.8,32.0
2019-12-03 14:00:00,161,0,161,69,8.0,63.0
2019-12-03 15:00:00,285,153,221,30,8.5,86.0
2019-12-03 16:00:00,164,27,156,34,8.7,46.0
2019-12-03 17:00:00,51,29,48,26,8.8,17.0
2019-12-03 18:00:00,0,0,0,1,8.8,0.0
2019-12-03 19:00:00,0,0,0,0,8.9,0.0
2019-12-03 20:00:00,0,0,0,8,8.7,0.0
2019-12-03 21:00:00,0,0,0,15,8.4,0.0
2019-12-03 22:00:00,0,0,0,0,8.1,0.0
2019-12-03 23:00:00,0,0,0,0,8.1,0.0
2019-12-04 00:00:00,0,0,0,0,8.2,0.0
2019-12-04 01:00:00,0,0,0,0,8.3,0.0
2019-12-04 02:00:00,0,0,0,0,8.4,0.0
2019-12-04 03:00:00,0,0,0,4,8.6,0.0
2019-12-04 04:00:00,0,0,0,31,8.7,0.0
2019-12-04 05:00:00,0,0,0,31,8.9,0.0
2019-12-04 06:00:00,0,0,0,27,9.0,0.0
2019-12-04 07:00:00,0,0,0,0,8.9,0.0
2019-12-04 08:00:00,24,58,19,4,8.9,1.0
2019-12-04 09:00:00,43,0,43,77,9.6,5.0
2019-12-04 10:00:00,245,122,199,28,10.0,81.0
2019-12-04 11:00:00,464,692,132,1,10.1,180.0
2019-12-04 12:00:00,517,623,180,4,10.1,240.0
2019-12-04 13:00:00,518,591,194,5,10.2,239.0
2019-12-04 14:00:00,478,610,171,3,10.1,240.0
2019-12-04 15:00:00,388,653,119,0,10.3,229.0
2019-12-04 16:00:00,232,509,90,0,10.2,171.0
2019-12-04 17:00:00,64,168,45,4,10.0,58.0
2019-12-04 18:00:00,0,0,0,0,9.7,1.0
2019-12-04 19:00:00,0,0,0,0,9.5,0.0
2019-12-04 20:00:00,0,0,0,0,9.3,0.0
2019-12-04 21:00:00,0,0,0,0,9.3,0.0
2019-12-04 22:00:00,0,0,0,0,9.1,0.0
2019-12-04 23:00:00,0,0,0,0,9.1,0.0
2019-12-05 00:00:00,0,0,0,0,9.2,0.0
2019-12-05 01:00:00,0,0,0,0,9.1,0.0
2019-12-05 02:00:00,0,0,0,0,9.0,0.0
2019-12-05 03:00:00,0,0,0,0,8.9,0.0
2019-12-05 04:00:00,0,0,0,0,8.8,0.0
2019-12-05 05:00:00,0,0,0,0,8.5,0.0
2019-12-05 06:00:00,0,0,0,0,7.9,0.0
2019-12-05 07:00:00,0,0,0,0,6.6,0.0
2019-12-05 08:00:00,23,44,19,1,5.8,3.0
2019-12-05 09:00:00,175,436,76,0,5.6,70.0
2019-12-05 10:00:00,344,647,104,0,5.6,174.0
2019-12-05 11:00:00,477,761,114,0,5.3,258.0
2019-12-05 12:00:00,555,825,112,0,5.3,285.0
2019-12-05 13:00:00,570,855,103,0,5.5,296.0
2019-12-05 14:00:00,517,840,95,0,5.5,280.0
2019-12-05 15:00:00,404,769,87,0,5.0,260.0
2019-12-05 16:00:00,206,268,128,16,4.8,112.0
2019-12-05 17:00:00,58,59,50,17,4.5,13.0
2019-12-05 18:00:00,0,0,0,41,4.0,0.0
2019-12-05 19:00:00,0,0,0,31,3.7,0.0
2019-12-05 20:00:00,0,0,0,31,3.6,0.0
2019-12-05 21:00:00,0,0,0,31,3.8,0.0
2019-12-05 22:00:00,0,0,0,31,3.5,0.0
2019-12-05 23:00:00,0,0,0,30,3.1,0.0
2019-12-06 00:00:00,0,0,0,29,2.9,0.0
2019-12-06 01:00:00,0,0,0,0,2.9,0.0
2019-12-06 02:00:00,0,0,0,0,2.7,0.0
2019-12-06 03:00:00,0,0,0,0,2.5,0.0
2019-12-06 04:00:00,0,0,0,0,2.1,0.0
2019-12-06 05:00:00,0,0,0,0,1.8,0.0
2019-12-06 06:00:00,0,0,0,2,1.6,0.0
2019-12-06 07:00:00,0,0,0,33,1.5,0.0
2019-12-06 08:00:00,21,44,17,33,1.2,1.0
2019-12-06 09:00:00,172,336,98,12,0.9,19.0
2019-12-06 10:00:00,356,724,91,2,1.3,99.0
2019-12-06 11:00:00,431,602,148,12,1.9,179.0
2019-12-06 12:00:00,547,793,124,3,2.4,210.0
2019-12-06 13:00:00,492,492,225,14,2.6,250.0
2019-12-06 14:00:00,500,726,136,4,3.2,246.0
2019-12-06 15:00:00,406,756,95,1,3.4,240.0
2019-12-06 16:00:00,202,207,146,17,3.5,141.0
2019-12-06 17:00:00,45,12,44,41,3.5,26.0
2019-12-06 18:00:00,0,0,0,37,3.3,0.0
2019-12-06 19:00:00,0,0,0,0,3.1,0.0
2019-12-06 20:00:00,0,0,0,14,2.7,0.0
2019-12-06 21:00:00,0,0,0,27,2.5,0.0
2019-12-06 22:00:00,0,0,0,0,2.3,0.0
2019-12-06 23:00:00,0,0,0,0,2.0,0.0
2019-12-07 00:00:00,0,0,0,0,2.0,0.0
2019-12-07 01:00:00,0,0,0,0,2.4,0.0
2019-12-07 02:00:00,0,0,0,0,2.5,0.0
2019-12-07 03:00:00,0,0,0,0,2.6,0.0
2019-12-07 04:00:00,0,0,0,0,2.5,0.0
2019-12-07 05:00:00,0,0,0,0,2.5,0.0
2019-12-07 06:00:00,0,0,0,0,2.8,0.0
2019-12-07 07:00:00,0,0,0,0,3.0,0.0
2019-12-07 08:00:00,26,134,14,0,3.2,3.0
2019-12-07 09:00:00,192,622,55,0,4.1,89.0
2019-12-07 10:00:00,358,771,76,0,4.6,193.0
2019-12-07 11:00:00,484,831,91,0,4.8,257.0
2019-12-07 12:00:00,555,849,103,0,5.2,278.0
2019-12-07 13:00:00,564,841,108,0,5.8,284.0
2019-12-07 14:00:00,510,802,108,0,6.2,268.0
2019-12-07 15:00:00,386,647,120,2,6.9,209.0
2019-12-07 16:00:00,200,230,132,15,7.4,118.0
2019-12-07 17:00:00,62,151,44,3,7.5,34.0
2019-12-07 18:00:00,0,0,0,0,7.2,1.0
2019-12-07 19:00:00,0,0,0,0,7.1,0.0
2019-12-07 20:00:00,0,0,0,0,7.1,0.0
2019-12-07 21:00:00,0,0,0,0,7.5,0.0
2019-12-07 22:00:00,0,0,0,0,7.8,0.0
2019-12-07 23:00:00,0,0,0,0,8.1,0.0
2019-12-08 00:00:00,0,0,0,0,8.0,0.0
2019-12-08 01:00:00,0,0,0,0,7.5,0.0
2019-12-08 02:00:00,0,0,0,0,7.2,0.0
2019-12-08 03:00:00,0,0,0,0,7.0,0.0
2019-12-08 04:00:00,0,0,0,0,6.7,0.0
2019-12-08 05:00:00,0,0,0,0,6.6,0.0
2019-12-08 06:00:00,0,0,0,0,6.5,0.0
2019-12-08 07:00:00,0,0,0,0,6.4,0.0
2019-12-08 08:00:00,23,82,16,2,6.3,1.0
2019-12-08 09:00:00,132,28,127,29,6.6,24.0
2019-12-08 10:00:00,258,114,218,27,6.9,63.0
2019-12-08 11:00:00,395,329,238,19,7.0,123.0
2019-12-08 12:00:00,544,788,125,3,7.1,231.0
2019-12-08 13:00:00,517,594,196,9,7.2,219.0
2019-12-08 14:00:00,392,200,293,24,7.2,150.0
2019-12-08 15:00:00,320,229,227,21,7.3,114.0
2019-12-08 16:00:00,233,481,101,6,7.2,124.0
2019-12-08 17:00:00,75,344,35,0,7.1,85.0
2019-12-08 18:00:00,0,0,0,0,6.9,2.0
2019-12-08 19:00:00,0,0,0,0,6.8,0.0
2019-12-08 20:00:00,0,0,0,0,6.7,0.0
2019-12-08 21:00:00,0,0,0,0,6.5,0.0
2019-12-08 22:00:00,0,0,0,0,6.2,0.0
2019-12-08 23:00:00,0,0,0,0,6.0,0.0
2019-12-09 00:00:00,0,0,0,0,5.8,0.0
2019-12-09 01:00:00,0,0,0,0,5.8,0.0
2019-12-09 02:00:00,0,0,0,0,5.6,0.0
2019-12-09 03:00:00,0,0,0,0,5.5,0.0
2019-12-09 04:00:00,0,0,0,0,5.4,0.0
2019-12-09 05:00:00,0,0,0,0,5.3,0.0
2019-12-09 06:00:00,0,0,0,0,5.1,0.0
2019-12-09 07:00:00,0,0,0,0,5.1,0.0
2019-12-09 08:00:00,16,18,14,3,5.4,0.0
2019-12-09 09:00:00,86,0,86,43,6.4,15.0
2019-12-09 10:00:00,235,113,191,24,7.4,67.0
2019-12-09 11:00:00,426,555,166,0,8.4,215.0
2019-12-09 12:00:00,500,604,180,0,9.4,246.0
2019-12-09 13:00:00,516,632,175,1,10.2,223.0
2019-12-09 14:00:00,437,445,216,7,10.9,193.0
2019-12-09 15:00:00,361,538,141,1,11.4,199.0
2019-12-09 16:00:00,217,439,96,0,11.7,147.0
2019-12-09 17:00:00,60,156,42,1,11.3,53.0
2019-12-09 18:00:00,0,0,0,0,10.8,1.0
2019-12-09 19:00:00,0,0,0,0,10.5,0.0
2019-12-09 20:00:00,0,0,0,0,10.5,0.0
2019-12-09 21:00:00,0,0,0,0,10.8,0.0
2019-12-09 22:00:00,0,0,0,0,10.9,0.0
2019-12-09 23:00:00,0,0,0,0,11.0,0.0
2019-12-10 00:00:00,0,0,0,0,11.2,0.0
2019-12-10 01:00:00,0,0,0,0,11.3,0.0
2019-12-10 02:00:00,0,0,0,0,11.3,0.0
2019-12-10 03:00:00,0,0,0,0,11.1,0.0
2019-12-10 04:00:00,0,0,0,0,11.2,0.0
2019-12-10 05:00:00,0,0,0,31,11.3,0.0
2019-12-10 06:00:00,0,0,0,31,11.4,0.0
2019-12-10 07:00:00,0,0,0,24,11.4,0.0
2019-12-10 08:00:00,12,5,12,14,11.4,1.0
2019-12-10 09:00:00,113,75,98,4,11.8,46.0
2019-12-10 10:00:00,219,45,202,14,12.5,105.0
2019-12-10 11:00:00,360,277,230,4,13.1,172.0
2019-12-10 12:00:00,381,94,331,17,13.5,220.0
2019-12-10 13:00:00,419,185,319,18,13.7,202.0
2019-12-10 14:00:00,443,494,199,5,13.6,144.0
2019-12-10 15:00:00,361,556,134,0,13.6,175.0
2019-12-10 16:00:00,212,415,98,0,13.5,156.0
2019-12-10 17:00:00,58,113,44,5,13.1,53.0
2019-12-10 18:00:00,0,0,0,0,12.5,3.0
2019-12-10 19:00:00,0,0,0,0,12.3,0.0
2019-12-10 20:00:00,0,0,0,0,12.3,0.0
2019-12-10 21:00:00,0,0,0,4,12.3,0.0
2019-12-10 22:00:00,0,0,0,7,12.4,0.0
2019-12-10 23:00:00,0,0,0,0,12.5,0.0
2019-12-11 00:00:00,0,0,0,29,12.5,0.0
2019-12-11 01:00:00,0,0,0,31,12.4,0.0
2019-12-11 02:00:00,0,0,0,31,12.3,0.0
2019-12-11 03:00:00,0,0,0,30,12.1,0.0
2019-12-11 04:00:00,0,0,0,30,11.9,0.0
2019-12-11 05:00:00,0,0,0,26,11.7,0.0
2019-12-11 06:00:00,0,0,0,30,11.7,0.0
2019-12-11 07:00:00,0,0,0,31,11.8,0.0
2019-12-11 08:00:00,11,0,11,25,11.9,0.0
2019-12-11 09:00:00,108,18,104,16,12.4,33.0
2019-12-11 10:00:00,215,59,195,21,12.9,90.0
2019-12-11 11:00:00,330,109,280,16,13.2,134.0
2019-12-11 12:00:00,377,113,318,17,13.2,161.0
2019-12-11 13:00:00,137,0,137,70,12.3,64.0
2019-12-11 14:00:00,78,0,78,80,11.4,13.0
2019-12-11 15:00:00,92,0,92,66,10.7,4.0
2019-12-11 16:00:00,116,5,115,22,10.3,22.0
2019-12-11 17:00:00,39,2,39,13,9.8,23.0
2019-12-11 18:00:00,0,0,0,0,9.3,0.0
2019-12-11 19:00:00,0,0,0,0,8.7,0.0
2019-12-11 20:00:00,0,0,0,0,8.4,0.0
2019-12-11 21:00:00,0,0,0,0,8.4,0.0
2019-12-11 22:00:00,0,0,0,0,8.3,0.0
2019-12-11 23:00:00,0,0,0,0,8.1,0.0
2019-12-12 00:00:00,0,0,0,0,7.9,0.0
2019-12-12 01:00:00,0,0,0,0,7.7,0.0
2019-12-12 02:00:00,0,0,0,0,7.4,0.0
2019-12-12 03:00:00,0,0,0,0,7.2,0.0
2019-12-12 04:00:00,0,0,0,0,7.0,0.0
2019-12-12 05:00:00,0,0,0,0,6.8,0.0
2019-12-12 06:00:00,0,0,0,0,6.4,0.0
2019-12-12 07:00:00,0,0,0,0,6.1,0.0
2019-12-12 08:00:00,18,76,12,0,5.9,0.0
2019-12-12 09:00:00,127,169,87,30,6.0,24.0
2019-12-12 10:00:00,309,492,136,10,6.1,165.0
2019-12-12 11:00:00,440,640,146,8,6.1,216.0
2019-12-12 12:00:00,547,859,96,1,6.2,227.0
2019-12-12 13:00:00,534,725,146,5,6.2,247.0
2019-12-12 14:00:00,497,768,118,4,6.0,288.0
2019-12-12 15:00:00,372,559,143,9,5.9,235.0
2019-12-12 16:00:00,254,703,61,0,5.9,171.0
2019-12-12 17:00:00,79,405,32,0,5.7,78.0
2019-12-12 18:00:00,0,0,0,10,5.6,0.0
2019-12-12 19:00:00,0,0,0,0,5.5,0.0
2019-12-12 20:00:00,0,0,0,0,5.5,0.0
2019-12-12 21:00:00,0,0,0,4,5.2,0.0
2019-12-12 22:00:00,0,0,0,31,4.9,0.0
2019-12-12 23:00:00,0,0,0,31,4.6,0.0
2019-12-13 00:00:00,0,0,0,35,4.4,0.0
2019-12-13 01:00:00,0,0,0,49,4.4,0.0
2019-12-13 02:00:00,0,0,0,45,4.4,0.0
2019-12-13 03:00:00,0,0,0,34,4.2,0.0
2019-12-13 04:00:00,0,0,0,54,4.0,0.0
2019-12-13 05:00:00,0,0,0,42,3.8,0.0
2019-12-13 06:00:00,0,0,0,60,3.6,0.0
2019-12-13 07:00:00,0,0,0,60,3.6,0.0
2019-12-13 08:00:00,8,0,8,55,3.6,5.0
2019-12-13 09:00:00,157,398,73,3,4.1,84.0
2019-12-13 10:00:00,307,514,121,7,4.7,107.0
2019-12-13 11:00:00,457,734,119,0,5.5,239.0
2019-12-13 12:00:00,426,276,281,20,6.5,221.0
2019-12-13 13:00:00,402,154,320,26,7.3,132.0
2019-12-13 14:00:00,339,26,326,31,7.6,123.0
2019-12-13 15:00:00,317,336,185,18,7.6,191.0
2019-12-13 16:00:00,237,567,80,1,7.6,172.0
2019-12-13 17:00:00,72,292,37,0,7.4,71.0
2019-12-13 18:00:00,0,0,0,27,7.0,1.0
2019-12-13 19:00:00,0,0,0,0,6.8,0.0
2019-12-13 20:00:00,0,0,0,0,6.8,0.0
2019-12-13 21:00:00,0,0,0,0,6.8,0.0
2019-12-13 22:00:00,0,0,0,0,6.8,0.0
2019-12-13 23:00:00,0,0,0,0,6.9,0.0
2019-12-14 00:00:00,0,0,0,0,7.0,0.0
2019-12-14 01:00:00,0,0,0,0,7.2,0.0
2019-12-14 02:00:00,0,0,0,0,7.7,0.0
2019-12-14 03:00:00,0,0,0,0,8.4,0.0
2019-12-14 04:00:00,0,0,0,0,9.5,0.0
2019-12-14 05:00:00,0,0,0,0,10.3,0.0
2019-12-14 06:00:00,0,0,0,2,10.1,0.0
2019-12-14 07:00:00,0,0,0,3,9.5,0.0
2019-12-14 08:00:00,12,16,11,0,8.7,0.0
2019-12-14 09:00:00,144,295,82,5,8.0,52.0
2019-12-14 10:00:00,323,602,111,4,7.9,103.0
2019-12-14 11:00:00,464,767,111,4,7.9,212.0
2019-12-14 12:00:00,560,926,77,0,7.8,288.0
2019-12-14 13:00:00,573,918,84,0,7.7,288.0
2019-12-14 14:00:00,523,891,83,0,7.7,276.0
2019-12-14 15:00:00,399,721,107,4,7.5,256.0
2019-12-14 16:00:00,245,567,86,4,7.5,159.0
2019-12-14 17:00:00,63,90,51,21,7.4,56.0
2019-12-14 18:00:00,0,0,0,36,7.2,1.0
2019-12-14 19:00:00,0,0,0,30,7.1,0.0
2019-12-14 20:00:00,0,0,0,30,6.9,0.0
2019-12-14 21:00:00,0,0,0,28,6.8,0.0
2019-12-14 22:00:00,0,0,0,29,6.5,0.0
2019-12-14 23:00:00,0,0,0,31,6.2,0.0
2019-12-15 00:00:00,0,0,0,36,5.8,0.0
2019-12-15 01:00:00,0,0,0,60,5.7,0.0
2019-12-15 02:00:00,0,0,0,60,5.7,0.0
2019-12-15 03:00:00,0,0,0,58,5.9,0.0
2019-12-15 04:00:00,0,0,0,45,5.8,0.0
2019-12-15 05:00:00,0,0,0,45,6.0,0.0
2019-12-15 06:00:00,0,0,0,40,6.0,0.0
2019-12-15 07:00:00,0,0,0,0,5.9,0.0
2019-12-15 08:00:00,14,42,10,0,6.1,1.0
2019-12-15 09:00:00,156,451,65,0,7.5,66.0
2019-12-15 10:00:00,318,631,98,0,8.6,167.0
2019-12-15 11:00:00,443,709,119,0,9.7,231.0
2019-12-15 12:00:00,516,738,132,0,10.7,263.0
2019-12-15 13:00:00,527,733,137,0,11.5,277.0
2019-12-15 14:00:00,440,501,191,8,11.9,244.0
2019-12-15 15:00:00,280,130,227,24,12.1,148.0
2019-12-15 16:00:00,191,203,132,16,12.1,54.0
2019-12-15 17:00:00,26,0,26,55,11.8,29.0
2019-12-15 18:00:00,0,0,0,23,11.5,1.0
2019-12-15 19:00:00,0,0,0,44,11.1,0.0
2019-12-15 20:00:00,0,0,0,25,10.7,0.0
2019-12-15 21:00:00,0,0,0,0,10.9,0.0
2019-12-15 22:00:00,0,0,0,0,11.1,0.0
2019-12-15 23:00:00,0,0,0,0,11.1,0.0
2019-12-16 00:00:00,0,0,0,2,10.8,0.0
2019-12-16 01:00:00,0,0,0,9,10.7,0.0
2019-12-16 02:00:00,0,0,0,5,10.6,0.0
2019-12-16 03:00:00,0,0,0,4,10.5,0.0
2019-12-16 04:00:00,0,0,0,0,10.3,0.0
2019-12-16 05:00:00,0,0,0,0,10.2,0.0
2019-12-16 06:00:00,0,0,0,0,10.1,0.0
2019-12-16 07:00:00,0,0,0,0,9.9,0.0
2019-12-16 08:00:00,10,11,9,0,9.8,0.0
2019-12-16 09:00:00,107,39,100,14,10.1,31.0
2019-12-16 10:00:00,201,30,192,26,10.7,60.0
2019-12-16 11:00:00,359,290,225,11,11.2,114.0
2019-12-16 12:00:00,466,517,197,3,11.7,227.0
2019-12-16 13:00:00,426,278,279,14,12.2,208.0
2019-12-16 14:00:00,419,424,209,7,12.5,217.0
2019-12-16 15:00:00,329,381,176,6,12.7,200.0
2019-12-16 16:00:00,203,353,105,0,12.5,155.0
2019-12-16 17:00:00,52,35,48,11,12.0,63.0
2019-12-16 18:00:00,0,0,0,0,11.4,1.0
2019-12-16 19:00:00,0,0,0,0,11.1,0.0
2019-12-16 20:00:00,0,0,0,0,11.0,0.0
2019-12-16 21:00:00,0,0,0,0,11.1,0.0
2019-12-16 22:00:00,0,0,0,0,11.2,0.0
2019-12-16 23:00:00,0,0,0,0,11.2,0.0
2019-12-17 00:00:00,0,0,0,0,11.1,0.0
2019-12-17 01:00:00,0,0,0,0,11.2,0.0
2019-12-17 02:00:00,0,0,0,1,11.3,0.0
2019-12-17 03:00:00,0,0,0,30,11.4,0.0
2019-12-17 04:00:00,0,0,0,29,11.6,0.0
2019-12-17 05:00:00,0,0,0,0,11.7,0.0
2019-12-17 06:00:00,0,0,0,5,11.9,0.0
2019-12-17 07:00:00,0,0,0,27,11.9,0.0
2019-12-17 08:00:00,7,0,7,19,12.0,0.0
2019-12-17 09:00:00,25,0,25,78,12.3,0.0
2019-12-17 10:00:00,71,0,71,71,12.6,10.0
2019-12-17 11:00:00,72,0,72,81,12.9,19.0
2019-12-17 12:00:00,44,0,44,90,13.1,30.0
2019-12-17 13:00:00,25,0,25,95,12.4,3.0
2019-12-17 14:00:00,36,0,36,92,11.5,4.0
2019-12-17 15:00:00,64,0,64,78,11.2,0.0
2019-12-17 16:00:00,67,0,67,58,10.9,0.0
2019-12-17 17:00:00,26,0,26,43,10.4,0.0
2019-12-17 18:00:00,0,0,0,35,10.1,0.0
2019-12-17 19:00:00,0,0,0,31,9.9,0.0
2019-12-17 20:00:00,0,0,0,44,9.6,0.0
2019-12-17 21:00:00,0,0,0,51,9.3,0.0
2019-12-17 22:00:00,0,0,0,33,8.9,0.0
2019-12-17 23:00:00,0,0,0,33,8.7,0.0
2019-12-18 00:00:00,0,0,0,28,8.6,0.0
2019-12-18 01:00:00,0,0,0,0,8.4,0.0
2019-12-18 02:00:00,0,0,0,0,8.2,0.0
2019-12-18 03:00:00,0,0,0,0,7.9,0.0
2019-12-18 04:00:00,0,0,0,0,7.7,0.0
2019-12-18 05:00:00,0,0,0,0,7.5,0.0
2019-12-18 06:00:00,0,0,0,0,7.3,0.0
2019-12-18 07:00:00,0,0,0,0,6.9,0.0
2019-12-18 08:00:00,11,24,8,0,6.6,0.0
2019-12-18 09:00:00,87,9,85,39,6.5,1.0
2019-12-18 10:00:00,205,41,191,33,6.5,46.0
2019-12-18 11:00:00,321,143,255,27,6.7,150.0
2019-12-18 12:00:00,308,75,270,40,6.7,165.0
2019-12-18 13:00:00,352,61,319,34,6.6,115.0
2019-12-18 14:00:00,295,49,271,40,6.6,118.0
2019-12-18 15:00:00,257,20,249,33,6.4,95.0
2019-12-18 16:00:00,183,176,135,22,6.1,69.0
2019-12-18 17:00:00,48,0,48,33,5.9,23.0
2019-12-18 18:00:00,0,0,0,27,5.7,0.0
2019-12-18 19:00:00,0,0,0,6,5.5,0.0
2019-12-18 20:00:00,0,0,0,0,5.5,0.0
2019-12-18 21:00:00,0,0,0,5,5.6,0.0
2019-12-18 22:00:00,0,0,0,45,5.8,0.0
2019-12-18 23:00:00,0,0,0,41,5.6,0.0
2019-12-19 00:00:00,0,0,0,41,5.8,0.0
2019-12-19 01:00:00,0,0,0,6,5.8,0.0
2019-12-19 02:00:00,0,0,0,7,5.7,0.0
2019-12-19 03:00:00,0,0,0,9,5.7,0.0
2019-12-19 04:00:00,0,0,0,0,5.7,0.0
2019-12-19 05:00:00,0,0,0,0,5.8,0.0
2019-12-19 06:00:00,0,0,0,0,5.9,0.0
2019-12-19 07:00:00,0,0,0,0,5.7,0.0
2019-12-19 08:00:00,9,13,8,0,5.7,0.0
2019-12-19 09:00:00,113,91,95,16,5.7,25.0
2019-12-19 10:00:00,296,532,113,0,5.7,125.0
2019-12-19 11:00:00,431,662,131,0,5.9,247.0
2019-12-19 12:00:00,495,631,170,4,6.1,269.0
2019-12-19 13:00:00,500,574,196,7,6.3,245.0
2019-12-19 14:00:00,445,478,209,10,6.4,247.0
2019-12-19 15:00:00,264,29,253,32,6.3,108.0
2019-12-19 16:00:00,179,77,159,26,6.1,95.0
2019-12-19 17:00:00,63,68,55,13,6.0,34.0
2019-12-19 18:00:00,0,0,0,17,5.9,0.0
2019-12-19 19:00:00,0,0,0,28,5.9,0.0
2019-12-19 20:00:00,0,0,0,24,5.9,0.0
2019-12-19 21:00:00,0,0,0,32,5.7,0.0
2019-12-19 22:00:00,0,0,0,42,5.7,0.0
2019-12-19 23:00:00,0,0,0,39,5.7,0.0
2019-12-20 00:00:00,0,0,0,40,5.7,0.0
2019-12-20 01:00:00,0,0,0,0,5.6,0.0
2019-12-20 02:00:00,0,0,0,0,5.5,0.0
2019-12-20 03:00:00,0,0,0,3,5.7,0.0
2019-12-20 04:00:00,0,0,0,24,5.9,0.0
2019-12-20 05:00:00,0,0,0,16,6.3,0.0
2019-12-20 06:00:00,0,0,0,16,6.5,0.0
2019-12-20 07:00:00,0,0,0,18,6.6,0.0
2019-12-20 08:00:00,9,17,7,0,6.4,0.0
2019-12-20 09:00:00,137,342,70,0,6.7,48.0
2019-12-20 10:00:00,212,17,206,29,6.8,117.0
2019-12-20 11:00:00,257,12,251,40,6.7,139.0
2019-12-20 12:00:00,253,0,253,50,6.5,94.0
2019-12-20 13:00:00,337,2,336,35,6.4,156.0
2019-12-20 14:00:00,278,0,278,42,6.3,115.0
2019-12-20 15:00:00,237,0,237,38,6.2,56.0
2019-12-20 16:00:00,123,0,123,47,6.0,23.0
2019-12-20 17:00:00,31,0,31,52,5.8,10.0
2019-12-20 18:00:00,0,0,0,52,5.5,0.0
2019-12-20 19:00:00,0,0,0,46,5.2,0.0
2019-12-20 20:00:00,0,0,0,49,5.0,0.0
2019-12-20 21:00:00,0,0,0,85,5.0,0.0
2019-12-20 22:00:00,0,0,0,44,4.9,0.0
2019-12-20 23:00:00,0,0,0,60,4.9,0.0
2019-12-21 00:00:00,0,0,0,55,4.7,0.0
2019-12-21 01:00:00,0,0,0,0,4.5,0.0
